Comment,Comment_Title,Date,User Rating,User_Account_Link,Username
Great drone for the money. Durable. Tons of replacement parts available and Force1 went above and beyond helping to resolve an issue. They're an EXCELLENT company.,Great drone for the money,"February 26, 2017",5.0,/gp/profile/amzn1.account.AF7DCEOOAQS5OV655W53A4ZMRSMQ,Sherilynn 
"Hello, It's very beautiful. I really like it. But it seems very heavy to put on a cake. I shall see next month. However, some of the little crystal had fell off in the packaging.",It's very beautiful. I really like it,"February 26, 2017",4.0,/gp/profile/amzn1.account.AGRCPIASSWCFUU332FFJOBQHEFUA,Amazon Customer
"I love this organizer! Doesn't look cheap, very high quality! Bought two, fits all of my pallets perfectly! Shipping was very fast, received in a timely manner. Will definitely order again! Couldn't be more perfect.",Pallet makeup organizer,"February 25, 2017",5.0,/gp/profile/amzn1.account.AGEWIJSDAJVDAL3LE6TVALOKMJUQ,Jade
My favorite takeaways from GTD are the 2-minute rule and being sure to get EVERYTHING out of your head and on paper or a list. I found his Lynda.com video easier to follow than the book but the system has a lot of value however you learn about it.,There's a reason millions of people follow Allen's GTD system!,"February 25, 2017",5.0,/gp/profile/amzn1.account.AEZR3BAXOX4NGX7TLEU7AUYIFJ5A,Sharon F. Danzger
I received the product earlier than scheduled. With a little assistance from the inventor the set up is done especially the random setting and the product is working fantastically. This is a good invention and I highly recommend it for anyone who wants to be away from home and his/her presence still felt.,This is a good invention and I highly recommend it for anyone who ...,"February 25, 2017",5.0,/gp/profile/amzn1.account.AE3XHMQIXREELQS6QKYQYYMZ5L5Q,Dele Akande
It is beautiful!!!,Five Stars,"February 25, 2017",5.0,/gp/profile/amzn1.account.AG7G7VZGL2JESEFK5J2IQTH7AKZQ,Amazon Customer
Beautiful....,Love these Crystal cake toppers!!,"February 24, 2017",5.0,/gp/profile/amzn1.account.AG3CQCD6L63WG5WTLFZKLUQXEZGQ,Tia
Works great as a work light on my MP Select Mini 3D printer,Five Stars,"February 24, 2017",5.0,/gp/profile/amzn1.account.AFAHWFWXBQ3SZUMSKPSLYZJQFCKQ,Xxx
This is not a rating. I never bought this item. I don't know how it got on my rating page.,I didn't buy this. Please remove it.,"February 23, 2017",1.0,/gp/profile/amzn1.account.AG27I54UZOYBQPWWO4S4ZANP52WQ,seb3
It's good,Four Stars,"February 22, 2017",4.0,/gp/profile/amzn1.account.AE3CSCJFL3J53AXBFY6I6J6MUHKA,Amazon Customer
I got it and I like it! Gonna buy another!!,Five Stars,"February 22, 2017",5.0,/gp/profile/amzn1.account.AFNNCX7VPRYDNBG75GBKRDOAYOVQ,Amazon Customer
Works great! Wired it directly into my bandsaw. Small and out of the way!,Works Great!,"February 22, 2017",5.0,/gp/profile/amzn1.account.AHRWPIVP5AHPQODRYJLCMRDGHYXQ,Donna Battin
Great tips and insights for clearing your head of tasks. Would have shared with friends but it's not the easiest read for those who don't read often.,Good for complete change or just tips.,"February 22, 2017",5.0,/gp/profile/amzn1.account.AEI4O5KYR5NPZFTIEBRGIBTOYBKA,Kimberly
It's gets a close shave as long as hair is short. Does a great job. The only complaint I have it goes through batteries bad. I have cheap batteries right hope when I get better ones I hope battery life is better.,Does a great job. The only complaint I have it goes ...,"February 21, 2017",4.0,/gp/profile/amzn1.account.AE4ICT54L3E5B53C2MPGFCD6BK3A,Paula C. Payne
up to now I have cleaned only one or two thingsbut they have lost their dirt with shadazzle,up to now I have cleaned only one or two ...,"February 20, 2017",5.0,/gp/profile/amzn1.account.AHBXX7TQCQOLO6ICJRXXAAH6YUEA,pete brady
Works exactly as advertised. It is nice to have something work as advertised. Thanks,It is nice to have something work as advertised,"February 20, 2017",5.0,/gp/profile/amzn1.account.AEJLMQP26PJZM2OPQ3CDBCZIUF2A,vator1
"This book offers some great organizational advice, but the method proposed seems too complex to be practical. Instead of offering strategies for identifying important information, Allen suggests filing anything you even think you might want someday, which (as he even admits) would lead to many file cabinets full of papers. Some gems in the book included the idea of a single inbox that you empty every day, the 2 minute rule (when processing your inbox, do all the things that require 2 min or less, and then tackle the longer items), and a single Projects list (a list of everything you want to get done this year). Perhaps I'll come around to the other strategies after some practice.",Some good advice,"February 19, 2017",4.0,/gp/profile/amzn1.account.AHAEDGJW2GHHOJBTFWCOCYARXSQQ,Sasha S.
"Indeed, this is a book about making a difference. As a Master Trainer for the UN Entrepreneurship Capacity Building Program, I used David Allen's concept of planning to help thousands of business people.This book goes beyond the act of simply reading a book. The author suggests to the reader to take something he plans to do and define why he is doing such thing. Then the next natural step is to pinpoint what success, in this case, means to him. Now, it's time to bridge the gap between the here and now and the ideal future state by listing all the potentially good ideas that can be implemented. However, what I like about the book is that at this stage, the author gets you to take action. He simply asks the reader one question, namely, what is the next action? As soon as you jot the idea down, you start making progress and stop making excuses.If you want to learn how to set your priorities straight and deliver your solutions on time again and again, this book is for you.",This book is about making things happen,"February 19, 2017",5.0,/gp/profile/amzn1.account.AGXRXKQGZ4J2WMLRQRDT6BES5L4A,Adao Silva
"I have not used cake topper yet . However, it arrived on time and was extremely satisfied when I opened the package. Much heavier and nicer than anticipated. very good quality!!!",it arrived on time and was extremely satisfied when I opened the package,"February 18, 2017",5.0,/gp/profile/amzn1.account.AGOCVX36ELKXL236CNAG3GJQTIQA,Laura
Perfect size and can be used in the oven,Five Stars,"February 18, 2017",5.0,/gp/profile/amzn1.account.AEWMDYEXOSLAIW27V2MREAXZWPOQ,Roberta
Very handy Light!,Five Stars,"February 17, 2017",5.0,/gp/profile/amzn1.account.AFPBODLYBKNEQZUA7WR6KRUGZ3EA,Clark J. Eidt
"Exactly what I thought I was buying, unlike other things I've bought on Amazon!",Getting what you anticipate!,"February 17, 2017",4.0,/gp/profile/amzn1.account.AHYVYEZKKEO5MAHL7KGOTNRJFIMQ,Denise
They were loved and arrived quickly like I needed them too! Thank you!,Five Stars,"February 17, 2017",5.0,/gp/profile/amzn1.account.AH2KJ77NKHG5QQDU35YDDLW54K7A,Amazon Customer
Love it.. Works really ... a lot of light in a little package.,Big light small space,"February 17, 2017",5.0,/gp/profile/amzn1.account.AFKUOBOXKGF6PAE6AUHB3WFW2ENQ,STEVEN E.
Great item great price,Five Stars,"February 17, 2017",5.0,/gp/profile/amzn1.account.AECURTN3FLCJISPP7JNJDLEMCMPQ,Radio ok
"The method is quite simple, sticking to the principles is harder to do. It helps to get rid of procrastination and reminds you at the right time of things to do. The book goes deep - sometimes to deep - into the model presented.I miss the digital version of an in-tray with Outlook (AppleMail of other mail and calendar programs) and Apps like Reminders, Notes (or other versions that do the same) that are useful for me having several workplaces.",Emptying your head in your in-tray,"February 17, 2017",5.0,/gp/profile/amzn1.account.AGXKNTXHC7ABVYRQ3HLZ3XCPZJLQ,Peter
"So happy to find organic, pesticide free  yellow mung dal.  THank you.",Five Stars,"February 16, 2017",5.0,/gp/profile/amzn1.account.AG42GSYQDU7HBKJOR6IXNBCV5HEA,Ruth L. Eichler
I haven't used it yet but it looks great and I know i'll like it,Five Stars,"February 15, 2017",5.0,/gp/profile/amzn1.account.AEV44MWEIRK35PKI657AAKZSH5FA,rg
Must read for business.,Five Stars,"February 15, 2017",5.0,/gp/profile/amzn1.account.AH26PW6FVTPQRF3TWAYO7U7LSH5A,Joan M. Sanchez
Works as advertised... Light head is small and compact but illuminates the immediate area very well. You don't have to worry about the strength of the magnet base... It takes some effort to remove and reposition.,Just what I needed for additional lighting,"February 14, 2017",5.0,/gp/profile/amzn1.account.AFC35B4T42MRSGRPLDOGHOU6BVWA,gregory goodridge
"Mr. Allen’s system is incredibly simple. But it is also powerful and takes discipline. He makes a very persuasive argument for his technique, which pared down to its absolute essentials is: “WRITE EVERYTHING DOWN AND DATE THE NOTES!!!” Which, did I mention, takes discipline? And practice. What makes Mr. Allen’s command unique is his process for taking that piece of copier paper, torn-out journal page, restaurant napkin or whatever other “container” came to hand and making sure it doesn’t get lost, literally or figuratively. And that’s also where the discipline comes in. And practice, practice, practice. Did I mention it isn’t easy at first? Don’t just start writing things down and hoping for the best. Especially if you like to write things down anyway, read this book, more than once if you need to, and slowly and carefully start building Mr. Allen’s advice into your already-begun habits. If you don’t like to write things down, Mr. Allen might change your mind.Lauren Williams, Certified Professional Organizer(R), Owner, Casual Uncluttering LLC, Woodinville, WA USA",WRITE EVERYTHING DOWN AND DATE THE NOTES!!!!!,"February 14, 2017",5.0,/gp/profile/amzn1.account.AH5SBYATYMC3L7BXRIH6U52MPSOQ,"Lauren Williams, the Casual Unclutterer"
It made a beautiful cake topper and was perfect.,Absolutely loved it.,"February 14, 2017",5.0,/gp/profile/amzn1.account.AF22727I73AEFHPA7GBSHJPSHDEQ,Marsha M. Bolin
Never ordered this,Didn't order this,"February 13, 2017",1.0,/gp/profile/amzn1.account.AEBZS6AQZBAXXJONYWLHXSAPAHWA,FPSMatt
Great products! The children love them!,Five Stars,"February 13, 2017",5.0,/gp/profile/amzn1.account.AHO7ECTKQEYCP5V5SHXDPIQU4URA,D. M.
Loved it!  Looked beautiful n sparkly on top of wedding cake!,Loved it! Looked beautiful n sparkly on top of ...,"February 13, 2017",5.0,/gp/profile/amzn1.account.AG6OIPLPMQYFBLBNCDQ6HJW27IMA,BARBARA VASQUEZ
"Purchased for out of state grandson and he is loving it. Time will tell how long the velcro closure lasts. He is a tall 2 1/2 year old and the cape is fine in length - the neck is pretty large. He enjoys the mask but edges are stiff and scratchy, making it uncomfortable for extended wear on tender skin.",A good addition to the dress-up box,"February 13, 2017",4.0,/gp/profile/amzn1.account.AHFPHT6IANRMGGUOLS4QXZ7MQ6RQ,Shari
"I gave this packet of super hero capes to my granddaughter for her 4th birthday just today. The capes are fantastic, well made, and fit around the neck of my sweet granddaughter but also her 6 yr old brother and both mom and dad!  There was a real bonus when we discovered that masks were also included. This packet was the absolute hit of the party and the best buy I've made in a while!",Excellent choice,"February 12, 2017",5.0,/gp/profile/amzn1.account.AGY4WYXQSUA2HDV6CO6YT43ZZ2EQ,Tamara Griffith
They were a great success!,Five Stars,"February 12, 2017",5.0,/gp/profile/amzn1.account.AEBBTHJFFMVW2WIYKBUDI6NKEDYQ,stephanie rodriguez
product is as advertised,Five Stars,"February 12, 2017",5.0,/gp/profile/amzn1.account.AGBXO2UCFWYPXW6OGWT6KX37HK2Q,Leo D.
Great concepts for anyone to implement. No one can ignore the points explained in this book. Highly recommend to those struggling to stay on top of tasks.,GTD,"February 12, 2017",4.0,/gp/profile/amzn1.account.AEXNXWBLTCIMVIIS5BOI2KMZKTHA,Ryne Braun
Exactly what I needed! Excellent communication and product!,Awesome!!,"February 12, 2017",5.0,/gp/profile/amzn1.account.AGOWV2G4WSRXBVWKO6LVYXV6U67A,Andrea
"Very nice quality, I love it!",Five Stars,"February 11, 2017",5.0,/gp/profile/amzn1.account.AGBEF2FYIVF7U5A5CSTQQCEN53PQ,tracey Bullard
Loved it!,Five Stars,"February 11, 2017",5.0,/gp/profile/amzn1.account.AHO4BULBA5EZ5R6DZMOLK44BCYMQ,Mario
Love it,Five Stars,"February 10, 2017",5.0,/gp/profile/amzn1.account.AH46QTKGRENWYKFSDB7LMXXB722Q,Amazon Customer
great for working with a lathe.,Five Stars,"February 10, 2017",5.0,/gp/profile/amzn1.account.AH5QURDSKVEZ5ZXCD4XODG5OKYOA,Amazon Customer
This book can help you with whatever your job might be. It is an organizational bible. Buy it for yourself or for that someone in your life who talks about getting organized but just hasn't done it.,Invaluable,"February 9, 2017",5.0,/gp/profile/amzn1.account.AHTXBVACUGA6ET2QHQUURZXOEKRA,Amazon Customer
Granddaughters loved them!,Five Stars,"February 9, 2017",5.0,/gp/profile/amzn1.account.AFK7CKGJGT4WZOVAENXFHI42F52Q,Amazon Customer
Amazing quality my daughters superhero birthday is going to be out of this world thanks to your product. Beautiful colors and details.,Amazing quality my daughters superhero birthday is going to be ...,"February 9, 2017",5.0,/gp/profile/amzn1.account.AHMJYSZS6MDHGHB62UYERYK7KCEA,Amazon Customer
"Beautiful, I cannot wait to use it on April 12th",Five Stars,"February 8, 2017",5.0,/gp/profile/amzn1.account.AF65DL42JRGNH6LGORKPVE3F52AA,Jenn Boice
I love it! it makes my desk look more clean and organized. My palettes fit nicely! just one small dislike... it's width is small :-( so sometimes my wider palettes fall out so i just keep them at the bottom.,I love it! it makes my desk look more clean ...,"February 7, 2017",4.0,/gp/profile/amzn1.account.AHRNNZAYX6BTZFIPIB4GPF2GRECA,Kimm Doan
Very nice 😊,Five Stars,"February 7, 2017",5.0,/gp/profile/amzn1.account.AGXZZMZZOPHPEWYL6HXBUHVQVAMQ,kenneth d alsup
Very happy with the product and the transaction.,Five Stars,"February 7, 2017",5.0,/gp/profile/amzn1.account.AEHH5IN7DBEPNINRJWNLCI6CXGHQ,Isabel Frank
"Super cute, bought it for my grandson who is a big turtle fan!!",Cute!!,"February 7, 2017",5.0,/gp/profile/amzn1.account.AFX2TR7KXR6XNMC2L57EGL35DTEA,Amazon Customer
My nephew loved the capes! Thank you!!,Five Stars,"February 6, 2017",5.0,/gp/profile/amzn1.account.AETYCCUOAVJF25O7MQHAQPYMYNTA,KJC1234
Love this infusion water bottle! It is easy to use and fill and creates wonderfully fruit flavored water to your liking! Great purchase and great price!!”,Love my Infusion cup!!,"February 6, 2017",5.0,/gp/profile/amzn1.account.AG2KTKBOZ55LKCRIRDLSGDN7NWWA,LLKS Inc
Great light for my bandsaw.,Five Stars,"February 6, 2017",5.0,/gp/profile/amzn1.account.AHLX2RGLZRDZCJODREPJDFG4PMAQ,C. M. Hohenberg
great book bit repetitive at parts,Four Stars,"February 6, 2017",4.0,/gp/profile/amzn1.account.AFH437Z2RRRGF5QZ3ZLE3ABUHG4A,shallowitz
"perfect for my need - small and flexible, mount  is firm, - excellent light source - especially for small item work on Ring Master and Lathe",perfect for my need - small and flexible,"February 6, 2017",5.0,/gp/profile/amzn1.account.AGNUX3UNCM5SNGBYDCG6FNI7Y3AQ,Amazon Customer
